прибалтийских,2
периода,2
культура,2
оказал,2
настольной,2
антон,2
переводчик,2
традиционно,2
евангелию,2
евангелие,2
убеждает,2
круговорот,2
насилия,2
порочен,2
пытаться,2
преодолевать,2
добром,2
таллине,2
сына,2
несмотря,2
юности,2
получал,2
премии,2
газеты,2
поступил,2
окончил,2
отличием,2
впоследствии,2
написана,2
изд,2
московского,2
университета,2
1978г,2
пушкине,2
познакомились,2
вел,2
друзья,2
поразили,2
раза,2
двадцать,2
напечатать,2
троицы,2
позади,2
лаконизм,2
письмо,2
арсения,2
тарковского,2
вопросах,2
расул,2
рза,2
борис,2
слуцкий,2
1973,2
собственные,2
переводил,2
вошли,2
стихам,2
строго,2
лучшие,2
приводит,2
единства,2
говорю,2
собирать,2
нового,2
ездил,2
большую,2
появляются,2
тряпкине,2
вышла,2
составление,2
владимира,2
написанных,2
предисловие,2
обязательно,2
божьей,2
поддерживали,2
институте,2
рязанскую,2
село,2
былино,2
рощи,2
бабушка,2
филатова,2
ф,2
антологией,2
заведующий,2
кафедрой,2
появилась,2
издателя,2
включающая,2
полная,2
непосредственно,2
первую,2
премию,2
победы,2
переводились,2
испанском,2
грузинском,2
литовском,2
хинди,2
периодов,2
живописность,2
необычный,2
присущи,2
дисгармонии,2
пару,2
приходят,2
распад,2
советского,2
появляется,2
целый,2
цикл,2
окончательный,2
спор,2
потребительски,2
крещение,2
вело,2
природная,2
тяга,2
добру,2
молитвенное,2
служение,2
внезапно,2
светел,2
половины,2
ххвека,2
россию,2
преображение,2
трепетное,2
красок,2
дискуссии,2
отталкиваясь,2
истинности,2
свободной,2
естественной,2
ничем,2
скованной,2
пасека,2
особенное,2
вспомним,2
лирик,2
постепенное,2
высота,2
некрасова,2
литературу,2
метсу,2
гоголя,2
считает,2
любуется,2
железные,2
глухие,2
духовной,2
писателями,2
русскую,2
прочитал,2
традиционной,2
вступление,2
тенденции,2
обращение,2
верлибриста,2
литератор,2
литературное,2
обозрение,2
икс,2
журналах,2
италии,2
гладко,2
проблемой,2
когда-то,2
геннадия,2
вспомнить,2
вернемся,2
эстонских,2
70-х,2
ибо,2
фоне,2
непечатный,2
против,2
ю,2
пафоса,2
понимание,2
бурича,2
бродский,2
№,2
астрономы,2
взрывом,2
пугал,2
авторами,2
1978,2
развитием,2
осуществлением,2
индивидуалистических,2
тенденций,2
мелкой,2
буржуазии,2
переход,2
слогового,2
стихии,2
значимое,2
деавтоматизации,2
вывод,2
﻿,1
избранное,1
замечательно,1
пресловутых,1
подлинность,1
судеб,1
защиты,1
суд,1
предопределение,1
удивление,1
ноябрь,1
1970-го,1
подумать,1
оказался,1
прошлым,1
сырые,1
москву,1
твери,1
калинина,1
таинственность,1
чудное,1
расположение,1
тверском,1
бульваре,1
цепь,1
былого,1
дум,1
сопряженная,1
пространством,1
внушали,1
ужас,1
случается,1
провинциалом,1
столице,1
прославленном,1
заведении,1
пугался,1
углов,1
аудиторий,1
обитателей,1
старших,1
младших,1
теней,1
населявших,1
сдавать,1
именитой,1
комиссией,1
страх,1
могло,1
отныне,1
долгие-долгие,1
треть,1
безраздельно,1
принадлежать,1
институту,1
молодых,1
проходил,1
испытания,1
вели,1
свободно,1
по-свойски,1
выпускниками,1
начинающими,1
прозаиками,1
переводчиками,1
критиками,1
литинститутовцами,1
происхождению,1
учебный,1
застолий,1
бесед,1
споров,1
особенной,1
невидимо,1
клубится,1
пределах,1
бывшей,1
усадьбы,1
адресом,1
тверской,1
бульвар,1
25,1
завидовал,1
снизу,1
несуетный,1
растерянно-деликатный,1
исполненный,1
печальной,1
скромности,1
привлекал,1
походке,1
повадках,1
угадывалась,1
скандинавско-прибалтийское,1
неторопливости,1
отдельности,1
живущий,1
моря,1
хозяин,1
хутора,1
мызы,1
пастор,1
сельской,1
кирхи,1
поступили,1
советской,1
влекли,1
занимался,1
основательно,1
почитают,1
классиком,1
чужеродное,1
годится,1
китайской,1
классической,1
европейской,1
вдаваться,1
досужие,1
цеховые,1
знакомства,1
милостью,1
говаривали,1
старину,1
чистейшее,1
воплощение,1
хлебниковское,1
упал,1
падении,1
узрел,1
пеструю,1
восхитительность,1
власть,1
подробностей,1
целого,1
лёта,1
волшебное,1
изящество,1
изображении,1
состояния,1
соседствует,1
откровениями,1
мудреца,1
провидца,1
столкновение,1
узреть,1
кошмар,1
кровавое,1
наваждение,1
91-93-х,1
жестокость,1
долгое,1
аспирантуры,1
встречались,1
сохранялось,1
шел,1
невидимый,1
мысленный,1
водится,1
начинали,1
стареть,1
уставать,1
забот,1
бед,1
чуши,1
предчувствиях,1
нынешние,1
развели,1
неизбежность,1
разрывов,1
окружала,1
изнуряла,1
радостно,1
чувствовать,1
родным,1
близким,1
смотря,1
умудрился,1
сохранив,1
ошеломляющую,1
наивность,1
обрели,1
твердую,1
содержательную,1
многоликость,1
экзистенциальные,1
пьесы,1
вещие,1
историософские,1
рисунок,1
прост,1
пронизывающая,1
поразительна,1
доказывать,1
вольном,1
просторе,1
милой,1
домашней,1
понурив,1
стучится,1
бронзовую,1
резную,1
пылится,1
забытой,1
вдвоем,1
огромные,1
взгляды,1
фехтуют,1
побеждаю,1
виноват,1
красивы,1
урчит,1
гармонь,1
макушка,1
шуршит,1
рыжей,1
бегал,1
бледный,1
угасал,1
громкое,1
подпрыгивало,1
хохотало,1
хлопало,1
ладоши,1
вставай,1
соня,1
отстань,1
воскресенье,1
рыжую,1
медный,1
таз,1
пропахла,1
синим,1
простором,1
веслами,1
протекающей,1
лодкой,1
круглая,1
прозрачная,1
антоновка,1
шершавой,1
травинки,1
шумят,1
дремучие,1
бродят,1
путешественники-муравьи,1
капля,1
учусь,1
глазами,1
кондуктор,1
нищий,1
копейкой,1
столовая,1
самообслуживания,1
перегородках,1
гудок,1
голова,1
росинки,1
отражают,1
пахнут,1
будущие,1
лучи,1
перебирают,1
трепещешь,1
прикосновений,1
ранить,1
звуком,1
баяна,1
уголким,1
желтого,1
легким,1
ненаписанный,1
светлые,1
орнаменты,1
пятна,1
прилетает,1
жар-птица,1
сплю,1
увидит,1
смеется,1
костюмом,1
чарли,1
чаплина,1
вернусь,1
разложу,1
живу,1
чудище,1
аленького,1
цветочка,1
тепло,1
покойник,1
опускается,1
корни,1
тепла,1
спина,1
сырости,1
открыл,1
нашел,1
пьяного,1
лежал,1
труп,1
остроносых,1
ботинках,1
рвота,1
мясо,1
кеты,1
открываю,1
парень,1
сон,1
туманные,1
морозе,1
безрукий,1
безногий,1
безглазый,1
зажигаются,1
огни,1
котенка,1
снежинки,1
летят,1
тихонько,1
ступать,1
серебристые,1
елочки,1
стекле,1
луна,1
звона,1
распускаются,1
ледяные,1
розы,1
звонкую,1
пряжу,1
песня,1
замирает,1
чьи-то,1
шаги,1
приближаются,1
заманивают,1
поет,1
упрекает,1
мыслях,1
металла,1
солидола,1
ругани,1
встают,1
гриновские,1
обнять,1
красоту-,1
превращений,1
спрашивает,1
желаниях,1
железной,1
поднимаю,1
постели,1
слипаются,1
заносит,1
заводскую,1
непрерывно,1
ищет,1
узенькую,1
живем,1
луне,1
деньги,1
кислород,1
отпущенный,1
баллонах,1
чулках,1
футляры,1
скрипок,1
боку,1
отражаются,1
почитательницы,1
стыдно,1
стоял,1
эстраде,1
принц,1
ест,1
получаются,1
жены,1
хозяйственные,1
сумки,1
дочери,1
ручейки,1
полол,1
перчатках,1
меха,1
крота,1
положил,1
кто-нибудь,1
щеку,1
эрны,1
улыбаться,1
замуж,1
рожать,1
превратиться,1
снова,1
таится,1
упорный,1
ищу,1
соленый,1
кедров,1
выросших,1
городских,1
камней,1
бледных,1
перехватило,1
изысканных,1
нарядах,1
глядели,1
очарованные,1
возьму,1
бледнее,1
глядят,1
сосредоточенные,1
свободные,1
изобразят,1
мозаиках,1
сходим,1
лестницы,1
становимся,1
людьми,1
магазины,1
кастрюли,1
хожу,1
марсианин,1
памятников,1
непонятной,1
поставленной,1
наспех,1
потребностей,1
садовник,1
полнеет,1
задыхается,1
запутанную,1
поиски,1
одиночества,1
слушать,1
гудишь,1
орган,1
любуюсь,1
устали,1
счастлив,1
замечаю,1
светофоры,1
футболисты,1
мячом,1
тоскуем,1
неполноты,1
разделенном,1
изобретен,1
вагон,1
кольцевой,1
древний,1
мудрец,1
усмехаясь,1
бороду,1
исчезают,1
горько,1
тридцати,1
годам,1
растет,1
хлеб,1
завод,1
рождаются,1
хрупкую,1
оболочку,1
любую,1
порваться,1
обходят,1
задумываюсь,1
туманности,1
андромеды,1
бедность,1
молчишь,1
испуганные,1
песочные,1
таллиннские,1
безымянным,1
строителям,1
олевисте,1
ходят,1
гулко,1
молчат,1
стоны,1
замурованы,1
кляп,1
рту,1
свободны,1
творил,1
уйти,1
плена,1
острые,1
шпили,1
подымались,1
предчувствуя,1
стройность,1
ракет,1
горючего,1
сводами,1
прозвучал,1
хорал,1
честно,1
перешедшие,1
приказала,1
эпоха,1
взад,1
половице,1
запер,1
спешу,1
истратить,1
передо,1
волшебный,1
край,1
возможного,1
огнях,1
ладони,1
копейки,1
газировку,1
ожидание,1
простых,1
горят,1
рябина,1
осеннем,1
мчимся,1
открываем,1
настоящих,1
друзей,1
добраться,1
твоей,1
обыденной,1
глубоком,1
раздумье,1
распускаешь,1
исчезаешь,1
ускользаешь,1
куда-то,1
мужчине,1
доступа,1
заклинаешь,1
бумаге,1
произошло,1
чирикают,1
подошве,1
лужам,1
туннели,1
собранней,1
боятся,1
проводах,1
балконах,1
маляры,1
штукатурщицы,1
заглядывают,1
поздно,1
просыпаюсь,1
окружен,1
книгами,1
часами,1
водителем,1
троллейбуса,1
названий,1
остановок,1
старый,1
рембрандт,1
подозревает,1
подкладка,1
присваивать,1
имена,1
номера,1
уйду,1
найдут,1
разъяренный,1
зверь,1
рычит,1
темноте,1
ночных,1
аэродромов,1
требует,1
властно,1
нервов,1
забрел,1
помине,1
узбека,1
снимают,1
ботинки,1
вонь,1
наподобие,1
удушливого,1
газа,1
роз,1
центральном,1
базаре,1
базаром,1
чайханой,1
чай,1
белые-белые,1
потянув,1
пиалу,1
пиалой,1
побежишь,1
изобретать,1
ракету,1
погрузишься,1
дремоту,1
невзначай,1
прикоснешься,1
собранные,1
отличить,1
уголовника,1
вдалеке,1
подхватывают,1
чистейшему,1
судьбу,1
устаю,1
единственной,1
тролейбусы,1
кони,1
спят,1
ногах,1
уединенная,1
улочка,1
сновидений,1
троллейбусов,1
уголках,1
приноравливается,1
ходьбе,1
невидимом,1
отворачивается,1
отстает,1
важничал,1
незаметный,1
лежа,1
гробу,1
согбенного,1
обнаружился,1
орлиный,1
профиль,1
схожий,1
чеканят,1
монетах,1
опрокинутом,1
бинокле,1
возвращается,1
холодную,1
привычно,1
пошарив,1
пустом,1
почтовом,1
ящике,1
скажи,1
растопить,1
айсберги,1
заполняющих,1
площади,1
каждого,1
оконными,1
рамами,1
бьется,1
бульдожью,1
хватку,1
вывожу,1
гулять,1
грациозно,1
поднимает,1
лапу,1
скрипач,1
смычок,1
польются,1
дивно,1
полнокровный,1
зубаст,1
мордаст,1
клыкаст,1
крапива,1
нет-нет,1
прожжет,1
насквозь,1
младенчески,1
невинна,1
алчной,1
сатанинской,1
бессмертной,1
злобой,1
людской,1
ребра,1
колокольне,1
покосившийся,1
внизу,1
чередом,1
мальчишки,1
пастух,1
матюгаясь,1
щелкает,1
кнутом,1
бабы,1
мешками,1
спешат,1
сельмаг,1
скособоченной,1
другую,1
доске,1
объявлений,1
афиша,1
интердевочка,1
клещ,1
впивается,1
кровь,1
другая,1
гнилые,1
нити,1
рвутся,1
шрапнель,1
прогнило,1
порвется,1
сил,1
противиться,1
злу,1
защитить,1
малых,1
милую,1
жену,1
спускается,1
потемневших,1
ветвях,1
яблони,1
затяжных,1
дождей,1
краюха,1
кружка,1
молока,1
светлый,1
читаю,1
дельвига,1
чистые,1
поцелуй,1
возведенная,1
липкой,1
предсмертных,1
хрипах,1
животных,1
скатывается,1
ружьями,1
начали,1
приближаться,1
каково,1
диким,1
уткам,1
племя,1
человеческое,1
забыло,1
золотым,1
отсветом,1
невдалеке,1
храма,1
тоненькие,1
свечи,1
загорелись,1
полем,1
бесконечных,1
очередей,1
лаокоона,1
обвили,1
давят,1
горло,1
держаться,1
усталости,1
вихрь,1
осыпал,1
метелью,1
листопада,1
тютчев,1
спасся,1
прикинулся,1
сигналы,1
космос,1
существующим,1
братьям,1
разуму,1
цветет,1
быстро,1
семя,1
размашисто,1
шагает,1
соли,1
хлебное,1
зарастает,1
бурьяном,1
буйствует,1
чертополох,1
молитву,1
улыбнуться,1
земляника,1
покажется,1
зиму,1
увидеться,1
гербовые,1
дерпт,1
языкову,1
натянута,1
басок,1
началом,1
разговора,1
освободил,1
из-под,1
упавшего,1
благодарности,1
выпрямившись,1
укрыл,1
посторонних,1
искривлены,1
коммунальной,1
квартире,1
замечаешь,1
выходишь,1
примерка,1
гроба,1
называются,1
ягоды,1
узнал,1
по-эстонски,1
умерла,1
роботов,1
выдает,1
серый,1
металлический,1
блеск,1
пестрой,1
цыган,1
крику,1
вольер,1
попугаями,1
какаду,1
пишутся,1
воздухе,1
шестом,1
этаже,1
греют,1
карие,1
статные,1
сыновья,1
переросли,1
горбатая,1
злоба,1
копошится,1
коридора,1
обрушивает,1
живительного,1
зеленого,1
лечит,1
огромными,1
блюдца,1
подорожника,1
помолодеть,1
душой,1
розовой,1
пене,1
яблонь,1
уютная,1
домашняя,1
зелень,1
бронзы,1
слилась,1
лепетом,1
бульваров,1
рощ,1
неизъяснимую,1
находишь,1
серой,1
пелене,1
приглушенное,1
мерцание,1
жемчуг,1
средней,1
полосы,1
строчки,1
летучий,1
острого,1
ногтя,1
листьев,1
эолова,1
арфа,1
лесов,1
нечаянно,1
запутался,1
ресницах,1
отъездом,1
утопил,1
мешке,1
нашу,1
кошку,1
мурку,1
чувствовал,1
ответе,1
мыкалась,1
голодная,1
вернулся,1
дрожали,1
учила,1
купания,1
надевай,1
теплую,1
майку,1
трусы,1
простудишься,1
продолжает,1
заботиться,1
принесла,1
поставила,1
стол,1
ранимее,1
попросил,1
унести,1
молю,1
даровал,1
достойную,1
старость,1
глаз,1
причиняет,1
рвать,1
паутину,1
опутавшую,1
лесной,1
тропинке,1
светится,1
спряталось,1
шиповника,1
заблестела,1
слеза,1
лукавый,1
растворитель,1
настежь,1
пророком,1
побивают,1
каменьями,1
подземном,1
старушка,1
протянутой,1
оцепенев,1
живым,1
изваянием,1
горя,1
сижу,1
столом,1
зажглись,1
утреннем,1
ослепляя,1
сиянием,1
отблеск,1
божественного,1
сияния,1
горе,1
открылось,1
избранникам,1
царства,1
небесного,1
просияло,1
одежды,1
сделались,1
белыми,1
великой,1
шевелится,1
губ,1
отчаянии,1
услышит,1
60-70-х,1
пауль-эрик,1
нотный,1
линиях,1
держится,1
крылья,1
неподвижны,1
мимолетна,1
морю,1
вечное,1
прозрачна,1
окну,1
видны,1
открываюсь,1
пороге,1
преогромное,1
глупая,1
старцу,1
умные,1
поднимет,1
остановится,1
виляя,1
хвостом,1
такси,1
тополиной,1
аллее,1
держась,1
поводок,1
телеграфный,1
столб,1
опрокинулось,1
опрокинулся,1
луженные,1
глотки,1
вином,1
вино-живописцами,1
неожиданность,1
живописцы,1
смешивали,1
самих,1
похлестче,1
палитры,1
кистями,1
палитрами,1
пошли,1
каруселью,1
превратился,1
забудьте,1
чудеснейшей,1
перегонки,1
брызжет,1
фонтаном,1
серое,1
вещество,1
трехмиллиардного,1
человечества,1
чокнулись,1
рембрант,1
шедевр,1
наполняет,1
хрустальный,1
бокал,1
p,1
s,1
привет,1
саскии,1
окунувшийся,1
невиданные,1
длинным,1
шлангом,1
дыма,1
стогны,1
древнего,1
атлантида,1
диоскурия,1
замки,1
захлебнулись,1
волнах,1
колокола,1
умолкли,1
эхо,1
чутко,1
звоне,1
ветренному,1
веры,1
обросли,1
кораллами,1
рыбы,1
прогуливаются,1
вдоль,1
тротуаров,1
переговариваясь,1
оживленно,1
морские,1
коньки,1
скачут,1
топота,1
уединившись,1
больная,1
раковина,1
вынашивает,1
жемчужину,1
невероятное,1
обилие,1
свете,1
миллиона,1
иглокожих,1
течет,1
подводная,1
дым,1
пуповина,1
петля,1
шее,1
вьющаяся,1
призывно,1
тугая,1
нашем,1
скоро,1
бледные,1
пики,1
пробьют,1
этажи,1
разрежут,1
провода,1
сетки,1
базар,1
овощам,1
потревожат,1
сны,1
пыльных,1
игрушек,1
черепичной,1
крыше,1
разбушуются,1
антеннами,1
знаменем,1
подпольные,1
истекающее,1
кровью,1
посидим,1
лучшего,1
операция,1
можете,1
беспокоиться,1
поднимется,1
верим,1
играя,1
разматывает,1
клубок,1
полу,1
разматываются,1
лесные,1
застланные,1
сосновыми,1
иглами,1
грибные,1
тихие,1
муравьиные,1
тайные,1
ежей,1
стволам,1
смолистым,1
бревенчатым,1
стенам,1
молниями,1
белки,1
снуют,1
белка,1
муравей,1
ежом,1
дремлет,1
очнется,1
кричит,1
вдогонку,1
заходите,1
смыкаю,1
наяву,1
рассказал,1
пасечник,1
ульях,1
сгоревших,1
дотла,1
действительный,1
сгоревшие,1
ульи,1
прояснилось,1
проясняется,1
подтекст,1
образы,1
раскаленные,1
добела,1
грабли,1
испепеляющие,1
веюреск,1
огненная,1
пила,1
разьяренными,1
зубьями,1
искромсанные,1
горит,1
загорается,1
обезумевшие,1
пчелы,1
погибают,1
порхание,1
серых,1
пепла,1
дальних,1
лугов,1
вернется,1
разведчик,1
важную,1
весть,1
танцевать,1
найдены,1
небывалые,1
замешательстве,1
зная,1
станцевать,1
случилось,1
спросит,1
юхане,1
падение,1
хлопьев,1
таяние,1
медленное,1
оледенение,1
решетками,1
осин,1
выдержало,1
ого,1
петушок,1
стучит,1
скорлупу,1
выпячивает,1
грудь,1
муж,1
телевышкой,1
болоте,1
горной,1
низинах,1
скучной,1
будничной,1
череды,1
заклинаю,1
давайте,1
миф,1
гордый,1
озябшее,1
хлопьями,1
старающееся,1
беречься,1
ото,1
единственном,1
зеркале,1
озером,1
сердцевина,1
крышка,1
молчаливым,1
по-траурному,1
белым,1
юхан,1
1864,1
1913,1
крупнейший,1
холода,1
телеэкранов,1
поделаешь,1
сажа,1
труб,1
садится,1
летнее,1
захлопнувшихся,1
холодильников,1
здравствуй,1
персики,1
изнемогали,1
цвету,1
обрывок,1
мелодии,1
лепесток,1
крик,1
обезьян,1
рекой,1
бабочка,1
реку,1
погибла,1
старик,1
греб,1
ладье,1
отражение,1
гребли,1
заглянули,1
тысячи,1
видели,1
белую,1
бабочку,1
багрового,1
берега,1
верхушками,1
кузнечики,1
лилась,1
песнь,1
нахлынувших,1
почудилось,1
могла,1
нескошенную,1
траву,1
нежась,1
песках,1
заметило,1
удалились,1
останусь,1
ради,1
идущим,1
несть,1
числа,1
останавливаются,1
остающихся,1
постелешь,1
будешь,1
втоптан,1
подошвами,1
завтрашних,1
путников,1
размышляла,1
казаритса,1
колышусь,1
спелым,1
ячменем,1
осталось,1
утомленных,1
багровые,1
яблоко,1
яблоню,1
пескам,1
скалы,1
хвалу,1
заре,1
ящерицы,1
ныряют,1
дюнах,1
убегают,1
наедине,1
разваливаются,1
набегающих,1
ветров,1
берегов,1
спрашивают,1
скажу,1
белого,1
клевера,1
кости,1
оловянные,1
стирает,1
соснах,1
стебелек,1
трилистник,1
святой,1
сыпучие,1
треплет,1
кору,1
алое,1
зеленое,1
закрыв,1
стоишь,1
32-м,1
автобусе,1
трясущемся,1
мост,1
выйду,1
накрепко,1
стиснутый,1
жителями,1
заречья,1
кое-кто,1
мешок,1
наполненный,1
горохом,1
дремала,1
рыжая,1
золотились,1
пыльцы,1
взглянуть,1
очках,1
старая,1
баня,1
субботняя,1
лунным,1
залита,1
оледеневшая,1
метла,1
крыльца,1
приводят,1
садика,1
невиданно,1
разросся,1
здания,1
множество,1
люльке,1
платке,1
спине,1
вырастали,1
голов,1
огненной,1
утлых,1
лодчонках,1
студеном,1
варшавы,1
идущие,1
газовые,1
камеры,1
завьюженных,1
вырастает,1
быстрее,1
спрашиваете,1
отвечать,1
простите,1
солжем,1
лгали,1
махонькое,1
ездят,1
тяжелые,1
кулаками,1
дробят,1
зубы,1
самолеты,1
покоя,1
завьженная,1
вопросов,1
зимним,1
солнцеворота,1
упавший,1
зашло,1
буханка,1
бумага,1
первоначальной,1
белизны,1
улыбается,1
разом,1
преобразить,1
бесповоротно,1
насовсем,1
выпал,1
чайки,1
зябли,1
чибис,1
погиб,1
увлеклась,1
желтой,1
королевском,1
звонких,1
монет,1
сулит,1
снегопад,1
побывал,1
каждом,1
львиного,1
зева,1
позеленевшей,1
удивительную,1
обитель,1
меда,1
мха,1
тишина,1
говори,1
идущих,1
снежинок,1
бившийся,1
лбом,1
стену,1
брови,1
расквасивший,1
прохлаждающийся,1
спину,1
почесывающий,1
восседающий,1
верхотуре,1
важный,1
отвратительный,1
жирный,1
давным-давно,1
жила-была,1
принцесса,1
принцессы,1
едят,1
прекрасный,1
превратилась,1
весной,1
растаяла,1
искать,1
бегущие,1
вспоминаешь,1
странную,1
тоскуешь,1
озябнув,1
краем,1
галактики,1
ванильным,1
крендельком,1
вихрастого,1
мальчугана,1
таинственной,1
ласково,1
ним,1
прекрасные,1
детские,1
думы,1
птицах,1
холодном,1
ночном,1
темно-синем,1
бескрайнем,1
трубами,1
птиц,1
посиневшие,1
пальцы,1
беспечные,1
харалаские,1
жизнеописания,1
ждали,1
солдат,1
ногой,1
ударил,1
рванулась,1
положили,1
сырую,1
мрачную,1
люльку,1
пахнет,1
качели,1
скрипят,1
возьмите,1
шпиль,1
залитые,1
каменистые,1
ивовые,1
ветви,1
розги,1
угасающих,1
алую,1
полоску,1
зари,1
получите,1
историю,1
умалишенный,1
полосатой,1
рубахе,1
доказать,1
другого,1
молчу,1
заря,1
прикасается,1
лбу,1
гребнем,1
расчесывает,1
вихры,1
встаю,1
лестнице,1
кличет,1
будь,1
сорвал,1
подарил,1
каменный,1
прекрасной,1
продавщице,1
нахлынувший,1
неуловимый,1
придуманном,1
домике,1
жила,1
варила,1
кушанья,1
вязала,1
варежки,1
напевала,1
придуманному,1
милому,1
придуманный,1
пал,1
придуманной,1
войне,1
выплакала,1
концом,1
скотине,1
ломоте,1
костях,1
старухи,1
судачят,1
уныло,1
напролет,1
птица,1
плачет,1
воспоминаний,1
канул,1
сеновал,1
девичества,1
папортник,1
расцвел,1
землистое,1
озабоченное,1
пламя,1
тлеет,1
узнают,1
кидают,1
горсть,1
стоим,1
развилки,1
дорог,1
ведут,1
залитую,1
долину,1
долине,1
затаенная,1
дне,1
пропасти,1
рассеяны,1
котомке,1
краюху,1
записку,1
развевает,1
бледную,1
желтизну,1
развеваемые,1
каждым,1
мазком,1
удаляюсь,1
пришло,1
беспокойство,1
полотне,1
зашелестела,1
развеваемыми,1
исходит,1
полотна,1
сильна,1
доставляет,1
ландышей,1
перезвон,1
орешником,1
елями,1
кружит,1
осторожно,1
курлы-курлы,1
низкого,1
рябиной,1
биби,1
уместилось,1
лесом,1
солнышко,1
спускаюсь,1
переходы,1
езжу,1
троллейбусах,1
пятам,1
отставая,1
боли,1
жажду,1
отделиться,1
углубленно,1
слушая,1
грустную,1
забываясь,1
затаенной,1
мечте,1
спохватившись,1
оглядываются,1
выдали,1
греться,1
солнышке,1
неприступные,1
крепости,1
всякий,1
ведает,1
смятения,1
стенами,1
ожиданием,1
чуда,1
случится,1
вечерам,1
остаемся,1
одни,1
лампа,1
чернеющие,1
углы,1
исчезли,1
призраки,1
делали,1
молодым,1
надменным,1
кирпичом,1
дворца,1
презирал,1
жалкий,1
люд,1
копошащийся,1
мастерских,1
шумный,1
трепетала,1
птаха,1
белом,1
слоне,1
туче,1
величественно,1
покачивался,1
царь,1
властителю,1
вселенной,1
всемогущему,1
сыну,1
крепки,1
топоры,1
остры,1
сладки,1
густые,1
краски,1
долгие,1
зимние,1
настольную,1
лампу,1
умную,1
далекого,1
тянуть,1
вино,1
рушится,1
облик,1
избранника,1
покамест,1
маячит,1
звуках,1
губы,1
медлю,1
скажешь,1
тропой,1
беды,1
уносит,1
затоптаны,1
дорожки,1
оледеневшими,1
стеклами,1
трем,1
рукавицей,1
растапливаем,1
крохотную,1
вручаем,1
входящим,1
морозы,1
безразличны,1
солидного,1
учреждения,1
опасно,1
машинистка,1
забыться,1
вспомнив,1
молодость,1
перестать,1
начальник,1
загрустить,1
черте,1
копотью,1
черт,1
дышим,1
ресницы,1
черной,1
краской,1
гром,1
землятрясение,1
лужи,1
листопад,1
золотыми,1
рыбками,1
черным,1
углем,1
аукнутся,1
история,1
движется,1
заглядывает,1
серые,1
бутылка,1
проще,1
ощупывают,1
руками,1
неисчерпаемые,1
мускулы,1
рубашкой,1
1963,1
добывать,1
невест,1
прочитав,1
спать,1
нечем,1
делаю,1
умирает,1
предпраздничное,1
настроение,1
гений,1
добычи,1
снует,1
возбужденно,1
туда,1
выбросили,1
заграничное,1
подбитые,1
лапками,1
1993,1
книжку,1
взяли,1
торгуют,1
унитазами,1
намного,1
доходнее,1
корежат,1
лень,1
прошу,1
прими,1
болячки,1
вылечи,1
сражаюсь,1
крапивой,1
палка,1
рапира,1
гамлета,1
переношу,1
сарай,1
пахучие,1
похожие,1
свежим,1
медом,1
застыть,1
поезда,1
спрятала,1
свитерком,1
лукаво,1
улыбнулась,1
обретаешь,1
волю,1
певучести,1
шеи,1
милых,1
завитков,1
старинной,1
смешной,1
лампы,1
угрюмого,1
стола,1
мурлычут,1
ласке,1
подставив,1
пущенный,1
рогатки,1
хулигана,1
просвистел,1
полчаса,1
старуха,1
соседка,1
шушукалась,1
шпаной,1
осколок,1
пролетел,1
заглядываешь,1
пристально,1
затаился,1
грядущий,1
хунвэйбин,1
опутали,1
гулливера,1
попытке,1
освободиться,1
веревки,1
туже,1
врезались,1
думал,1
лекарственной,1
ромашки,1
ветки,1
наклоняются,1
вишен,1
оторвался,1
статуя,1
белеет,1
опушке,1
осторожным,1
невозможным,1
получается,1
сверхмощного,1
насоса,1
вытягиваются,1
гроши,1
чью-то,1
гигантскую,1
мошну,1
скуп,1
воочию,1
молчаливая,1
добротность,1
превращалась,1
доброту,1
ослепительно,1
синие,1
летом,1
нечисти,1
лезет,1
извне,1
несешь,1
иосифу,1
бродскому,1
садятся,1
обедать,1
голодных,1
витают,1
веет,1
прозрачной,1
кроне,1
желтые,1
мазки,1
невидимого,1
художника,1
осенний,1
никуда,1
торопишься,1
бесконечный,1
шелестящий,1
лепет,1
леденящем,1
холоде,1
вспыхнуть,1
разгореться,1
остатка,1
пламенем,1
куст,1
шелест,1
гул,1
прибоя,1
гастроном,1
щемящая,1
жалость,1
выглядел,1
прилавков,1
толкотни,1
застыли,1
рта,1
остатки,1
добродушной,1
глубокой,1
час,1
александру,1
приходили,1
гостьи,1
гимназистка,1
елизавета,1
пиленко,1
будущая,1
поэтесса,1
кузьмина-караваева,1
монахиня,1
мария,1
актриса,1
посвятил,1
знаменитейшие,1
классические,1
несхожие,1
относятся,1
этапам,1
экспериментальные,1
по-блоковски,1
гениальные,1
интересует,1
проявились,1
свободному,1
стиху,1
обращенном,1
пятнадцатилетней,1
влюбленной,1
заблудившейся,1
лабиринтах,1
заимствованной,1
книжных,1
трагедий,1
размышлений,1
настоящую,1
отталкивающейся,1
отказываясь,1
метра,1
напевности,1
добивается,1
говорите,1
печальном,1
размышляйте,1
концах,1
началах,1
смею,1
влюбились,1
простого,1
рифмованные,1
нерифмованные,1
мудрого,1
благородного,1
отчетливо,1
нюансах,1
переливах,1
кажется-,1
подслушал,1
собеседницей,1
замечу,1
голосе,1
прячет,1
навязчивым,1
тон,1
лишен,1
наставительности,1
нужен,1
накопилось,1
литературных,1
ядов,1
признается,1
сочинитель,1
называющий,1
